title,company,location,contract_type,contract_time,description,category,url_,id,date
Analytics Manager,Socialpoint,Barcelona,,,"Join to apply for the Principal Data Analyst role at Socialpoint Position Overview We're looking for a Principal Data Analyst to join our Analytics team. In this senior role, you'll be a key partner to our game teams, shaping product strategy and driving impactful data-driven decisions that improve our games, boost player engagement and fuel business growth. As a Principal, you'll help elevate analytics standards across the company, mentor analysts and champion a culture of data-informed decisi…",Unknown,https://www.adzuna.es/details/5656543375?utm_medium=api&utm_source=9361dc98,5656543375,2026-03-06T20:55:51Z
IT Anaplan Consultant,,Barcelona,,,"Asegurar la gobernanza y calidad del dato financiero en todos los sistemas corporativos. Diseñar, mantener y evolucionar el modelo analítico global (mercados, marcas, canales y categorías). Gestionar reglas de derivación, procesos de asignación y flujos analíticos end‑to‑end. Ejecutar procedimientos de reconciliación mensuales y trimestrales. Participar en la transformación hacia S/4HANA , validando estructuras, transportes y desarrollos. Colaborar estrechamente con Finanzas, Control, IT y equi…",Trabajos en informática,https://www.adzuna.es/details/5612556884?utm_medium=api&utm_source=9361dc98,5612556884,2026-02-04T00:54:13Z
Data Scientist Growth Lead,Smadex SLU,Barcelona,,,"Smadex is a leading advertising technology company founded in Barcelona in 2010 and sold to American-based and stock-listed Entravision in 2018 (NYSE::EVC). We are one of the top mobile ad-tech companies in the world and the largest Demand Side Platform (DSP) based in Europe, with our revenues over $100M and consistently growing 40% YoY over the past years. And with an incredible 100% growth last year. Our mission is to continue to improve our ad-tech platform, especially the core of it, our al…",Unknown,https://www.adzuna.es/details/5633446270?utm_medium=api&utm_source=9361dc98,5633446270,2026-02-17T20:51:02Z
IT Anaplan Consultant,Michael Page,Barcelona,permanent,,"IT Anaplan Consultant Perfil buscado (Hombre/Mujer) Asegurar la gobernanza y calidad del dato financiero en todos los sistemas corporativos. Diseñar, mantener y evolucionar el modelo analítico global (mercados, marcas, canales y categorías). Gestionar reglas de derivación, procesos de asignación y flujos analíticos end to end. Ejecutar procedimientos de reconciliación mensuales y trimestrales. Participar en la transformación hacia S/4HANA, validando estructuras, transportes y desarrollos. Colab…",Trabajos en informática,https://www.adzuna.es/details/5632520849?utm_medium=api&utm_source=9361dc98,5632520849,2026-02-17T02:34:31Z
Sales analyst intern,Coty,Barcelona,,,"Sales analyst intern Sales Analyst Internship 6 months We are looking for a Junior Data Analyst / Intern with a strong technical orientation to join Coty's analytics team. This role will provide direct support in process optimization, report automation, and the management of large volumes of sales, forecast, customer, and channel data. The ideal candidate will have a background in IT or engineering and hands-on knowledge of data analysis and modeling tools-especially Power Query, Power Pivot, a…",Unknown,https://www.adzuna.es/details/5644478257?utm_medium=api&utm_source=9361dc98,5644478257,2026-02-25T05:13:41Z
Analytics Engineer,Adikteev,Barcelona,,,"WHO WE ARE Adikteev fuels the app ecosystem by inspiring users to engage with the apps they know and love. Specializing in user retention, we grow in-app revenue and build user loyalty with custom retargeting and CTV campaigns. Operating globally from Paris, San Francisco, Barcelona and Seoul, Adikteev has grown to over 100 employees and achieved 60% revenue growth this year. HOW WE MAKE AN IMPACT Own it, Live it: Our top priority is making sure our customers are fully supported and engaged. We…",Unknown,https://www.adzuna.es/details/5621625757?utm_medium=api&utm_source=9361dc98,5621625757,2026-02-09T20:41:44Z
"Engineering Manager, Driver Onboarding (m/f/d)",Freenow,Barcelona,,,"Location : Come and join us in Barcelona! We are looking for a talented and motivated Engineering Manager to lead our new Driver Onboarding team . As the leader of this highly skilled, cross-functional team—comprising Fullstack Engineers, Backend Engineers, a Product Manager, a Product Designer, a Data Analyst, and yourself—you will shape the future of mobility with FREENOW. Your team is the cornerstone of the driver experience, focusing on streamlining the registration flow and ensuring platfo…",Trabajos en informática,https://www.adzuna.es/details/5605367888?utm_medium=api&utm_source=9361dc98,5605367888,2026-01-29T21:50:17Z
Marketing Analyst Intern,Frekuent,Barcelona,,,"Marketing Analyst Intern Location: Barcelona | Type: Internship About Us Frekuent is a fast-growing startup redefining the world of payments, helping businesses turn one-time buyers into lifetime clients through unique and rewarding experiences. Operating in both B2B and B2B2C models, we create painless, cashless, and contactless payment solutions that transform the way businesses operate — keeping customers coming back time and again. We are a global company, headquartered in Barcelona and exp…",Unknown,https://www.adzuna.es/details/5637922347?utm_medium=api&utm_source=9361dc98,5637922347,2026-02-20T15:14:15Z
"Backend Engineer, Supply Driver Quality (m/f/d)",Freenow,Barcelona,,,"Location : Come and join us in Barcelona! We are looking for a talented and motivated Backend Engineer (m/f/d) for our Supply Driver Quality Team. As part of a highly skilled, cross-functional team comprising Mobile Engineers, Backend Engineers, a Product Manager, a Product Designer, a Data Analyst, and a technical Engineering Manager, you will help shape the future of mobility with FREENOW and assist our drivers in their daily work. Our team is dedicated to enhancing the Quality of Service (Qo…",Trabajos en informática,https://www.adzuna.es/details/5656766050?utm_medium=api&utm_source=9361dc98,5656766050,2026-03-06T22:16:54Z
Backend Engineer (m/f/d),Freenow,Barcelona,,,"Location : Come and join us in Barcelona! We are looking for a talented and motivated Backend Engineer (m/f/d) for our new Driver Onboarding team. As part of a highly skilled, cross-functional team comprising Fullstack Engineers, Backend Engineers, a Product Manager, a Product Designer, a Data Analyst, and a technical Engineering Manager, you will help shape the future of mobility with FREENOW and assist our drivers in their daily work. Our team is the cornerstone of the driver experience, with…",Trabajos en informática,https://www.adzuna.es/details/5636686352?utm_medium=api&utm_source=9361dc98,5636686352,2026-02-19T22:35:59Z
Senior Backend Engineer (m/f/d),Freenow,Barcelona,,,"Location : Come and join us in Barcelona! We are looking for a talented and motivated Senior Backend Engineer (m/f/d) for our new Driver Onboarding team. As part of a highly skilled, cross-functional team comprising Fullstack Engineers, Backend Engineers, a Product Manager, a Product Designer, a Data Analyst, and a technical Engineering Manager, you will help shape the future of mobility with FREENOW and assist our drivers in their daily work. Our team is the cornerstone of the driver experienc…",Trabajos en informática,https://www.adzuna.es/details/5636680522?utm_medium=api&utm_source=9361dc98,5636680522,2026-02-19T22:32:42Z
Fullstack Engineer (m/f/d),Freenow,Barcelona,,,"Location : Come and join us in Barcelona! We are looking for a talented and motivated Fullstack Engineer (m/f/d) for our new Driver Onboarding team. As part of a highly skilled, cross-functional team comprising Fullstack Engineers, Backend Engineers, a Product Manager, a Product Designer, a Data Analyst, and a technical Engineering Manager, you will help shape the future of mobility with FREENOW and assist our drivers in their daily work. Our team is the cornerstone of the driver experience, wi…",Trabajos en informática,https://www.adzuna.es/details/5636685268?utm_medium=api&utm_source=9361dc98,5636685268,2026-02-19T22:35:30Z
Head Of Content (Personal Brand Growth & Content Intelligence),Soft Landing Agency,Barcelona,,,"En Landing construimos motores de crecimiento para negocios inmobiliarios premium. Ahora buscamos a una persona que lidere el sistema de contenido para marca personal con un enfoque muy concreto:Esto NO es un rol de Community Manager ni de Social Media Manager.No buscamos alguien para ""publicar"", ""gestionar comentarios"" o ""hacer calendarios"". Buscamos un perfil analítico, orientado a negocio, capaz de demostrar que el contenido genera facturación . Este perfil trabajará directamente con el CEO …",Unknown,https://www.adzuna.es/details/5655179685?utm_medium=api&utm_source=9361dc98,5655179685,2026-03-05T20:54:48Z
Head Of Content (Personal Brand Growth & Content Intelligence),Soft Landing Agency,Barcelona,,,"En Landing construimos motores de crecimiento para negocios inmobiliarios premium. Ahora buscamos a una persona que lidere el sistema de contenido para marca personal con un enfoque muy concreto: Esto NO es un rol de Community Manager ni de Social Media Manager. No buscamos alguien para ""publicar"", ""gestionar comentarios"" o ""hacer calendarios"". Buscamos un perfil analítico, orientado a negocio, capaz de demostrar que el contenido genera facturación. Este perfil trabajará directamente con el CEO…",Unknown,https://www.adzuna.es/details/5657842068?utm_medium=api&utm_source=9361dc98,5657842068,2026-03-07T20:57:00Z
Senior Digital Analyst,Garaje de Ideas,Barcelona,,,"DESCRIPCIóN Lo que buscamos es… Un Data Analyst que cuente con amplios conocimientos en el manejo y transformación de datos mediante SQL y/o Python y que haya trabajado previamente como analista o con datos digitales (Google Analytics, Adobe Analytics). Este perfil trabajará con el dato digital como principal fuente, colaborando con los equipos del cliente en la ingesta, procesamiento y almacenamiento de estos datos en su Data Warehouse con el objetivo de potenciar las capacidades analíticas de…",Unknown,https://www.adzuna.es/details/5655950888?utm_medium=api&utm_source=9361dc98,5655950888,2026-03-06T04:41:10Z
Finance Transformation Program Manager - HQ,Glovo,Barcelona,,,"Job Description YOUR MISSION Be a PM that coordinates initiatives within the Global Finance Department. This role combines the skills of project management and business analysis to ensure successful project delivery and alignment with Finance objectives. The role requires communication and organizational skills to manage all aspects of the project lifecycle and also strong analytical skills to perform business analysis tasks such as gather requirements, analyze data to ensure solutions meet the…",Unknown,https://www.adzuna.es/details/5648038378?utm_medium=api&utm_source=9361dc98,5648038378,2026-02-28T01:45:30Z
Senior Finance Project Manager - HQ,Glovo,Barcelona,,,"Job Description YOUR MISSION Be a PM that coordinates initiatives within the Global Finance Department. This role combines the skills of project management and business analysis to ensure successful project delivery and alignment with Finance objectives. The role requires communication and organizational skills to manage all aspects of the project lifecycle and also strong analytical skills to perform business analysis tasks such as gather requirements, analyze data to ensure solutions meet the…",Unknown,https://www.adzuna.es/details/5648038380?utm_medium=api&utm_source=9361dc98,5648038380,2026-02-28T01:45:30Z
Finance Systems Project Manager - HQ,Glovo,Barcelona,,,"Job Description YOUR MISSION To be a Project Manager that coordinates initiatives within the Global Finance Department. This role combines the skills of project management and business analysis to ensure successful project delivery and alignment with Finance objectives. The role requires communication and organizational skills to manage all aspects of the project lifecycle and also strong analytical skills to perform business analysis tasks such as gather requirements, analyze data to ensure so…",Unknown,https://www.adzuna.es/details/5648038419?utm_medium=api&utm_source=9361dc98,5648038419,2026-02-28T01:45:31Z
Senior Finance Systems Project Manager - HQ,Glovo,Barcelona,,,"Job Description YOUR MISSION To be a Project Manager that coordinates initiatives within the Global Finance Department. This role combines the skills of project management and business analysis to ensure successful project delivery and alignment with Finance objectives. The role requires communication and organizational skills to manage all aspects of the project lifecycle and also strong analytical skills to perform business analysis tasks such as gather requirements, analyze data to ensure so…",Unknown,https://www.adzuna.es/details/5648038417?utm_medium=api&utm_source=9361dc98,5648038417,2026-02-28T01:45:31Z
HQ BARCELONA - Senior Python Developer (Data Team),Jobandtalent,Barcelona,,,"Who we are : We are a workforce on-demand company that heavily relies on tech . We integrate the complete process of selecting, hiring, and managing employees, being the first in digitizing all the steps, introducing Artificial Intelligence solutions in multiple phases, obtaining faster and higher-quality service for our clients, and great satisfaction and loyalty for our workers. Our Impact on Society : Our vision is to create a long-term job security condition for our workers while providing …",Trabajos en informática,https://www.adzuna.es/details/4800600477?utm_medium=api&utm_source=9361dc98,4800600477,2024-07-30T15:53:31Z
Analista de Producto,Product Madness,Barcelona,,,"Estamos ampliando nuestros equipos y esta es una oportunidad para que te unas a nuestra oficina en Barcelona como Analista de Datos/Product Analyst. Trabajarás junto con otros analistas de productos y científicos de datos integrados en nuestro equipo de juegos. Tendrás un papel clave en la definición, extracción y acción de datos de productos a partir de grandes conjuntos de datos, cubriendo así todo el ámbito de la minería de datos hasta la presentación de informes. Además, también serás respo…",Unknown,https://www.adzuna.es/details/5548465130?utm_medium=api&utm_source=9361dc98,5548465130,2025-12-19T14:04:21Z
Senior Data Architect,Bunge,Barcelona,,,"Location : Barcelona Hub City : Barcelona State : Barcelona (ES-B) Country : Spain (ES) Requisition Number : 40027 Bunge, a global leader in agribusiness, has an exciting opportunity available for a Senior Data Architect. As part of a global team, you will work on challenging and meaningful projects that directly impact core business activities. Since 1818, Bunge has been connecting farmers to consumers, delivering essential food, feed, and fuel to the world. Looking towards the future, Bunge a…",Unknown,https://www.adzuna.es/details/5314694773?utm_medium=api&utm_source=9361dc98,5314694773,2025-07-21T17:19:07Z
Demand Generation Analyst (Temporary Contract),SAP,Barcelona,,,"Demand Generation Analyst (Temporary Contract) We help the world run betterAt SAP, we keep it simple: you bring your best to us, and we'll bring out the best in you. We're builders touching over 20 industries and 80% of global commerce, and we need your unique talents to help shape what's next. The work is challenging – but it matters. You'll find a place where you can be yourself, prioritize your wellbeing, and truly belong. What's in it for you? Constant learning, skill growth, great benefits…",Unknown,https://www.adzuna.es/details/5656541670?utm_medium=api&utm_source=9361dc98,5656541670,2026-03-06T20:55:36Z
